X,Y,fid,Localidad,Provincia,Región,Longitud,Latitud,Siglo,Ficha BD,icon_url
-6.07556219804847,41.2658740591855,"1",Almeida de Sayago,Zamora,Castilla-León,"-6.075562198048468","41.26587405918554",XVIII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=1""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/1.jpg""></a>",./0.png
-6.2287471387327,41.78835493499,"2",Bercianos de Aliste,Zamora,Castilla-León,"-6.228747138732698","41.78835493499",XVI,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=2""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/2.jpg""></a>",./0.png
-5.7247939483685,41.3587482862862,"3",Corrales del Vino,Zamora,Castilla-León,"-5.724793948368498","41.358748286286215",XVIII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=3""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/3.jpg""></a>",./0.png
-6.39943353703028,41.3195951746767,"4",Fermoselle,Zamora,Castilla-León,"-6.3994335370302835","41.31959517467667",XVII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=4""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/4.jpg""></a>",./0.png
-4.91957886039102,41.3121567300593,"5",Medina del Campo,Valladolid,Castilla-León,"-4.919578860391017","41.312156730059286",XVII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=5""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/5.jpg""></a>",./0.png
-5.54322780748979,42.0020718250988,"6",Fuentes de Ropel,Zamora,Castilla-León,"-5.543227807489789","42.00207182509876",XVIII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=6""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/6.jpg""></a>",./0.png
-5.75492167713294,41.4999515813593,"7",Zamora [1],Zamora,Castilla-León,"-5.7549216771329395","41.499951581359284",XVII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=7""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/7.jpg""></a>",./0.png
-5.74619127311321,41.504582816048,"8",Zamora [2],Zamora,Castilla-León,"-5.746191273113214","41.50458281604796",XIV,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=8""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/8.jpg""></a>",./0.png
-5.39765194243129,41.52407959043,"9",Toro [1],Zamora,Castilla-León,"-5.397651942431293","41.52407959043001",XIII,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=9""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/9.jpg""></a>",./0.png
-6.34841960221526,41.6988819845631,"10",Alcañices,Zamora,Castilla-León,"-6.348419602215255","41.69888198456305",XX,"<a title=""Ficha→BD"" target=""_blank"" href=""https://juliomontanes.synology.me/bases/articulados/index.php?-action=browse&-table=articulados&-mode=find&-edit=1&Registro=10""><img src=""https://juliomontanes.synology.me/bases/articulados/imagenes/tn/10.jpg""></a>",./0.png
